,회사명,거래소코드,회계년도,상장폐지일,업종코드,산업코드,산업명,소속코드
0,(주)데이드림엔터테인먼트,348840,2022/12,2023/08/10,1,105901,  영상ㆍ오디오 기록물 제작 및 배급업,4
1,(주)라이프사이언스테크놀로지,285770,2022/12,2023/06/12,1,105802,  출판업,4
2,(주)루트로닉,85370,2022/12,2023/10/27,1,32701,"  의료, 정밀, 광학기기 및 시계 제조업",4
3,(주)멜파스,96640,2022/12,2023/07/17,1,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4
4,(주)바이오시네틱스,281310,2022/12,2023/06/12,1,137001,  연구개발업,4
5,(주)비에이치,90460,2022/12,2023/06/20,1,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4
6,(주)앙츠,267810,2022/12,2023/04/04,1,199501,  개인 및 소비용품 수리업,4
7,(주)에코바이브,15540,2022/12,2023/11/07,1,147509,  사업지원 서비스업,4
8,(주)엠피씨플러스,50540,2022/12,2023/05/08,1,147509,  사업지원 서비스업,4
9,(주)제이웨이,58420,2022/12,2023/04/14,1,105901,  영상ㆍ오디오 기록물 제작 및 배급업,4
10,(주)코스온,69110,2022/12,2023/10/20,1,32004,  화학물질 및 화학제품 제조업; 의약품 제외,4
11,(주)피엔아이컴퍼니,242350,2022/12,2023/09/18,1,106200,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4
12,나이스평가정보(주),30190,2022/12,2023/08/08,1,106309,  정보서비스업,4
13,무송지오씨(주),135160,2022/12,2023/05/02,1,32803,  전기장비 제조업,4
14,에스케이오션플랜트(주),100090,2022/12,2023/04/19,1,32401,  1차 금속 제조업,4
15,오스템임플란트(주),48260,2022/12,2023/08/14,1,32701,"  의료, 정밀, 광학기기 및 시계 제조업",4
16,지나인제약(주),78650,2022/12,2023/07/21,1,32703,"  의료, 정밀, 광학기기 및 시계 제조업",4
17,청광건설(주),140290,2022/12,2023/05/08,1,64102,  종합 건설업,4
