,회사명,거래소코드,회계년도,상장폐지일,업종코드,산업코드,산업명,소속코드
0,(주)마크로밀엠브레인,169330,2023/06,,1,137104,  전문 서비스업,5
1,(주)모아텍,33200,2023/03,,1,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
2,(주)삼에스코리아,60310,2023/03,,1,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
3,(주)세원정공,21820,2023/06,,1,33003,  자동차 및 트레일러 제조업,1
4,(주)아세아텍,50860,2023/06,,1,32902,  기타 기계 및 장비 제조업,5
5,(주)양지사,30960,2023/06,,1,31801,  인쇄 및 기록매체 복제업,5
6,(주)오리엔트바이오,2630,2023/03,,1,32102,  의료용 물질 및 의약품 제조업,1
7,(주)이씨에스텔레콤,67010,2023/03,,1,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5
8,(주)제이티씨,950170,2023/02,,1,74701,  소매업; 자동차 제외,6
9,(주)체시스,33250,2023/06,,1,33003,  자동차 및 트레일러 제조업,1
10,(주)판타지오,32800,2023/06,,1,189001,"  창작, 예술 및 여가관련 서비스업",5
11,(주)포시에스,189690,2023/06,,1,105802,  출판업,5
12,(주)풍강,93380,2023/08,,1,32509,  금속가공제품 제조업; 기계 및 가구 제외,5
13,(주)형지엘리트,93240,2023/06,,1,31401,"  의복, 의복 액세서리 및 모피제품 제조업",1
14,그레이트리치과기유한공사,900290,2023/06,,1,137105,  전문 서비스업,5
15,기신정기(주),92440,2023/03,,1,32902,  기타 기계 및 장비 제조업,1
16,대동전자(주),8110,2023/03,,1,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3
17,대신정보통신(주),20180,2023/03,,1,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5
18,동원금속(주),18500,2023/03,,1,33003,  자동차 및 트레일러 제조업,1
19,만호제강(주),1080,2023/06,,1,32401,  1차 금속 제조업,3
20,바이옵트로(주),222160,2023/03,,1,32702,"  의료, 정밀, 광학기기 및 시계 제조업",5
21,신성통상(주),5390,2023/06,,1,74607,  도매 및 상품 중개업,1
22,씨케이에이치푸드앤헬스리미티드,900120,2023/06,,1,137105,  전문 서비스업,5
23,에스비아이핀테크솔루션즈(주),950110,2023/03,,1,105802,  출판업,5
24,에이치엘비이노베이션(주),24850,2023/03,,1,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
25,이지케어텍(주),99750,2023/03,,1,105802,  출판업,5
26,프레스티지바이오파마,950210,2023/06,,1,137001,  연구개발업,1
27,효성오앤비(주),97870,2023/06,,1,32003,  화학물질 및 화학제품 제조업; 의약품 제외,5
